,,, co, co, co
,,,min,max,mean
date,date,City,,,
2021,1,Gwanak-Gu,3.0,11.0,6.161290322580645
2021,1,Hwasun-Eup,3.0,9.0,5.0
2021,1,Hyeoksin-Dong,1.0,9.0,4.419354838709677
2021,1,Jeongnim-Dong,4.0,12.0,6.758620689655173
2021,1,Jungang-Way,3.0,11.0,5.741935483870968
2021,1,Juwol-Dong,2.0,11.0,5.870967741935484
2021,1,Nowon-Gu,3.0,12.0,6.709677419354839
2021,1,Onui-Dong,2.0,13.0,7.129032258064516
2021,1,Pado-Ri,1.0,8.0,3.5172413793103448
2021,1,Paju,2.0,5.0,3.3225806451612905
2021,1,Saesol-Dong,3.0,9.0,5.75
2021,1,Sangjusi,2.0,7.0,4.483870967741935
2021,1,Seolseong-Myeon,2.0,5.0,2.6333333333333333
2021,1,Seonggeoeup,2.0,8.0,4.806451612903226
2021,1,Soi-Myeon,3.0,9.0,5.806451612903226
2021,2,Bangsan-Myeon,2.0,6.0,3.9285714285714284
2021,2,Cheongnim-Dong,4.0,15.0,7.964285714285714
2021,2,Geumchon-Dong,3.0,9.0,5.5
2021,2,Gwanak-Gu,1.0,11.0,5.678571428571429
2021,2,Hwasun-Eup,3.0,8.0,4.535714285714286
2021,2,Hyeoksin-Dong,2.0,9.0,5.5
2021,2,Jeongnim-Dong,3.0,16.0,6.214285714285714
2021,2,Jungang-Way,3.0,6.0,4.481481481481482
2021,2,Juwol-Dong,1.0,8.0,3.9642857142857144
2021,2,Nowon-Gu,3.0,13.0,6.357142857142857
2021,2,Onui-Dong,3.0,10.0,6.571428571428571
2021,2,Pado-Ri,1.0,8.0,4.038461538461538
2021,2,Paju,2.0,5.0,3.259259259259259
2021,2,Saesol-Dong,4.0,10.0,6.185185185185185
2021,2,Sangjusi,2.0,5.0,3.142857142857143
2021,2,Seolseong-Myeon,1.0,4.0,2.4285714285714284
2021,2,Seonggeoeup,2.0,8.0,4.464285714285714
2021,2,Soi-Myeon,4.0,7.0,5.214285714285714
2021,3,Bangsan-Myeon,2.0,140.0,8.379310344827585
2021,3,Cheongnim-Dong,3.0,10.0,6.419354838709677
2021,3,Geumchon-Dong,3.0,8.0,5.161290322580645
2021,3,Gwanak-Gu,4.0,9.0,5.709677419354839
2021,3,Hwasun-Eup,2.0,6.0,4.0
2021,3,Hyeoksin-Dong,2.0,5.0,3.2903225806451615
2021,3,Jeongnim-Dong,4.0,7.0,5.096774193548387
2021,3,Jungang-Way,1.0,4.0,3.066666666666667
2021,3,Juwol-Dong,4.0,7.0,5.612903225806452
2021,3,Nowon-Gu,3.0,10.0,5.806451612903226
2021,3,Onui-Dong,4.0,8.0,5.451612903225806
2021,3,Pado-Ri,2.0,7.0,4.354838709677419
2021,3,Paju,2.0,5.0,3.433333333333333
2021,3,Saesol-Dong,4.0,7.0,5.258064516129032
2021,3,Sangjusi,2.0,4.0,2.967741935483871
2021,3,Seolseong-Myeon,1.0,4.0,2.4838709677419355
2021,3,Seonggeoeup,2.0,7.0,4.129032258064516
2021,3,Soi-Myeon,3.0,6.0,4.483870967741935
2021,4,Bangsan-Myeon,2.0,5.0,3.9310344827586206
2021,4,Cheongnim-Dong,2.0,9.0,5.793103448275862
2021,4,Geumchon-Dong,2.0,5.0,3.466666666666667
2021,4,Gwanak-Gu,3.0,6.0,4.166666666666667
2021,4,Hwasun-Eup,3.0,9.0,4.9
2021,4,Hyeoksin-Dong,2.0,4.0,2.5
2021,4,Jeongnim-Dong,3.0,8.0,4.1
2021,4,Jungang-Way,2.0,5.0,3.0
2021,4,Juwol-Dong,4.0,9.0,5.466666666666667
2021,4,Nowon-Gu,3.0,6.0,3.966666666666667
2021,4,Onui-Dong,2.0,6.0,3.533333333333333
2021,4,Pado-Ri,1.0,5.0,3.2
2021,4,Paju,2.0,4.0,2.6785714285714284
2021,4,Saesol-Dong,2.0,6.0,4.068965517241379
2021,4,Sangjusi,2.0,4.0,2.3703703703703702
2021,4,Seolseong-Myeon,1.0,3.0,2.076923076923077
2021,4,Seonggeoeup,2.0,5.0,3.6
2021,4,Soi-Myeon,3.0,7.0,4.689655172413793
2021,5,Bangsan-Myeon,2.0,5.0,3.5
2021,5,Cheongnim-Dong,2.0,9.0,5.516129032258065
2021,5,Geumchon-Dong,3.0,5.0,3.6774193548387095
2021,5,Gwanak-Gu,3.0,5.0,4.0
2021,5,Hwasun-Eup,3.0,8.0,4.870967741935484
2021,5,Hyeoksin-Dong,1.0,4.0,2.7419354838709675
2021,5,Jeongnim-Dong,3.0,5.0,4.258064516129032
2021,5,Jungang-Way,2.0,3.0,2.7586206896551726
2021,5,Juwol-Dong,3.0,5.0,4.354838709677419
2021,5,Nowon-Gu,3.0,5.0,3.967741935483871
2021,5,Onui-Dong,3.0,5.0,4.032258064516129
2021,5,Pado-Ri,1.0,4.0,2.740740740740741
2021,5,Paju,1.0,4.0,2.2758620689655173
2021,5,Saesol-Dong,3.0,5.0,4.068965517241379
2021,5,Sangjusi,2.0,3.0,2.6296296296296298
2021,5,Seolseong-Myeon,1.0,5.0,2.2580645161290325
2021,5,Seonggeoeup,2.0,6.0,3.6129032258064515
2021,5,Soi-Myeon,3.0,7.0,4.516129032258065
2021,6,Bangsan-Myeon,2.0,5.0,3.5357142857142856
2021,6,Cheongnim-Dong,1.0,7.0,2.966666666666667
2021,6,Geumchon-Dong,2.0,6.0,4.4
2021,6,Gwanak-Gu,3.0,5.0,4.2
2021,6,Hwasun-Eup,4.0,8.0,5.533333333333333
2021,6,Hyeoksin-Dong,1.0,4.0,2.6
2021,6,Jeongnim-Dong,3.0,6.0,4.178571428571429
2021,6,Jungang-Way,2.0,4.0,2.5925925925925926
2021,6,Juwol-Dong,3.0,6.0,4.275862068965517
2021,6,Nowon-Gu,2.0,5.0,3.6666666666666665
2021,6,Onui-Dong,1.0,6.0,2.9655172413793105
2021,6,Pado-Ri,1.0,4.0,2.533333333333333
2021,6,Paju,1.0,3.0,2.259259259259259
2021,6,Saesol-Dong,3.0,5.0,4.2
2021,6,Sangjusi,2.0,4.0,3.0833333333333335
2021,6,Seolseong-Myeon,1.0,3.0,2.037037037037037
2021,6,Seonggeoeup,2.0,5.0,3.433333333333333
2021,6,Soi-Myeon,4.0,6.0,4.931034482758621
2021,7,Bangsan-Myeon,3.0,5.0,3.5483870967741935
2021,7,Cheongnim-Dong,2.0,8.0,4.266666666666667
2021,7,Geumchon-Dong,3.0,6.0,4.32258064516129
2021,7,Gwanak-Gu,2.0,5.0,3.3548387096774195
2021,7,Hwasun-Eup,2.0,7.0,4.225806451612903
2021,7,Hyeoksin-Dong,1.0,3.0,2.0
2021,7,Jeongnim-Dong,2.0,4.0,3.1333333333333333
2021,7,Jungang-Way,2.0,4.0,2.5806451612903225
2021,7,Juwol-Dong,2.0,6.0,3.6774193548387095
2021,7,Nowon-Gu,2.0,4.0,3.033333333333333
2021,7,Onui-Dong,2.0,6.0,3.6129032258064515
2021,7,Pado-Ri,1.0,3.0,2.2916666666666665
2021,7,Paju,1.0,6.0,3.096774193548387
2021,7,Saesol-Dong,2.0,5.0,3.3870967741935485
2021,7,Sangjusi,2.0,3.0,2.6153846153846154
2021,7,Seolseong-Myeon,1.0,3.0,2.037037037037037
2021,7,Seonggeoeup,2.0,4.0,2.903225806451613
2021,7,Soi-Myeon,3.0,6.0,3.903225806451613
2021,8,Bangsan-Myeon,3.0,6.0,4.115384615384615
2021,8,Cheongnim-Dong,1.0,6.0,3.129032258064516
2021,8,Geumchon-Dong,3.0,6.0,4.645161290322581
2021,8,Gwanak-Gu,2.0,7.0,3.6129032258064515
2021,8,Hwasun-Eup,3.0,7.0,4.612903225806452
2021,8,Hyeoksin-Dong,1.0,5.0,2.3333333333333335
2021,8,Jeongnim-Dong,3.0,6.0,4.533333333333333
2021,8,Jungang-Way,3.0,5.0,3.935483870967742
2021,8,Juwol-Dong,3.0,6.0,4.290322580645161
2021,8,Nowon-Gu,2.0,5.0,3.4
2021,8,Onui-Dong,1.0,6.0,3.5483870967741935
2021,8,Pado-Ri,1.0,5.0,2.3333333333333335
2021,8,Paju,2.0,3.0,2.5
2021,8,Saesol-Dong,3.0,6.0,4.1
2021,8,Sangjusi,2.0,4.0,3.0
2021,8,Seolseong-Myeon,2.0,5.0,2.7333333333333334
2021,8,Seonggeoeup,3.0,6.0,3.967741935483871
2021,8,Soi-Myeon,2.0,6.0,4.133333333333334
2021,9,Bangsan-Myeon,3.0,6.0,3.6666666666666665
2021,9,Cheongnim-Dong,1.0,5.0,2.6
2021,9,Geumchon-Dong,1.0,6.0,3.433333333333333
2021,9,Gwanak-Gu,3.0,5.0,3.6
2021,9,Hwasun-Eup,1.0,4.0,2.2666666666666666
2021,9,Hyeoksin-Dong,1.0,4.0,2.3448275862068964
2021,9,Jeongnim-Dong,3.0,5.0,4.266666666666667
2021,9,Jungang-Way,3.0,4.0,3.2857142857142856
2021,9,Juwol-Dong,2.0,5.0,3.7333333333333334
2021,9,Nowon-Gu,2.0,4.0,3.3666666666666667
2021,9,Onui-Dong,2.0,4.0,3.3333333333333335
2021,9,Pado-Ri,1.0,4.0,2.3703703703703702
2021,9,Paju,2.0,4.0,2.8333333333333335
2021,9,Saesol-Dong,4.0,7.0,4.8
2021,9,Sangjusi,3.0,4.0,3.111111111111111
2021,9,Seolseong-Myeon,2.0,3.0,2.4285714285714284
2021,9,Seonggeoeup,2.0,5.0,3.857142857142857
2021,9,Soi-Myeon,1.0,4.0,3.206896551724138
2021,10,Bangsan-Myeon,3.0,5.0,3.6
2021,10,Cheongnim-Dong,1.0,8.0,5.096774193548387
2021,10,Geumchon-Dong,3.0,6.0,4.193548387096774
2021,10,Gwanak-Gu,3.0,7.0,4.580645161290323
2021,10,Hwasun-Eup,1.0,5.0,3.6333333333333333
2021,10,Hyeoksin-Dong,2.0,3.0,2.5483870967741935
2021,10,Jeongnim-Dong,3.0,5.0,4.32258064516129
2021,10,Jungang-Way,3.0,5.0,3.689655172413793
2021,10,Juwol-Dong,3.0,6.0,4.064516129032258
2021,10,Nowon-Gu,3.0,6.0,4.354838709677419
2021,10,Onui-Dong,2.0,7.0,4.096774193548387
2021,10,Pado-Ri,1.0,4.0,2.5185185185185186
2021,10,Paju,1.0,4.0,2.1785714285714284
2021,10,Saesol-Dong,2.0,6.0,4.354838709677419
2021,10,Sangjusi,3.0,5.0,3.6296296296296298
2021,10,Seolseong-Myeon,1.0,3.0,1.8
2021,10,Seonggeoeup,2.0,7.0,4.161290322580645
2021,10,Soi-Myeon,2.0,5.0,3.433333333333333
2021,11,Bangsan-Myeon,3.0,5.0,4.103448275862069
2021,11,Cheongnim-Dong,2.0,11.0,7.133333333333334
2021,11,Geumchon-Dong,2.0,9.0,5.266666666666667
2021,11,Gwanak-Gu,3.0,11.0,6.0
2021,11,Hwasun-Eup,2.0,6.0,4.285714285714286
2021,11,Hyeoksin-Dong,2.0,7.0,3.8275862068965516
2021,11,Jeongnim-Dong,3.0,7.0,4.633333333333334
2021,11,Jungang-Way,2.0,7.0,4.714285714285714
2021,11,Juwol-Dong,3.0,11.0,6.433333333333334
2021,11,Nowon-Gu,3.0,10.0,5.9
2021,11,Onui-Dong,3.0,12.0,6.866666666666666
2021,11,Pado-Ri,1.0,5.0,3.0
2021,11,Paju,2.0,7.0,3.2
2021,11,Saesol-Dong,2.0,7.0,4.566666666666666
2021,11,Sangjusi,3.0,7.0,5.1923076923076925
2021,11,Seolseong-Myeon,1.0,5.0,1.7
2021,11,Seonggeoeup,2.0,10.0,4.4
2021,11,Soi-Myeon,3.0,7.0,4.758620689655173
2021,12,Bangsan-Myeon,2.0,6.0,3.7586206896551726
2021,12,Cheongnim-Dong,3.0,11.0,7.838709677419355
2021,12,Geumchon-Dong,2.0,10.0,6.32258064516129
2021,12,Gwanak-Gu,3.0,11.0,6.580645161290323
2021,12,Hwasun-Eup,1.0,7.0,3.8333333333333335
2021,12,Hyeoksin-Dong,2.0,7.0,4.161290322580645
2021,12,Jeongnim-Dong,4.0,9.0,6.032258064516129
2021,12,Jungang-Way,3.0,8.0,5.354838709677419
2021,12,Juwol-Dong,2.0,11.0,6.290322580645161
2021,12,Nowon-Gu,3.0,10.0,6.387096774193548
2021,12,Onui-Dong,4.0,11.0,7.387096774193548
2021,12,Pado-Ri,2.0,6.0,3.3793103448275863
2021,12,Paju,2.0,5.0,3.096774193548387
2021,12,Saesol-Dong,3.0,9.0,5.419354838709677
2021,12,Sangjusi,4.0,8.0,5.344827586206897
2021,12,Seolseong-Myeon,2.0,5.0,3.0
2021,12,Seonggeoeup,2.0,8.0,4.387096774193548
2021,12,Soi-Myeon,2.0,8.0,4.612903225806452
2022,1,Bangsan-Myeon,3.0,6.0,4.3
2022,1,Cheongnim-Dong,2.0,10.0,7.32258064516129
2022,1,Geumchon-Dong,3.0,10.0,6.161290322580645
2022,1,Gwanak-Gu,4.0,11.0,6.32258064516129
2022,1,Hwasun-Eup,2.0,7.0,4.172413793103448
2022,1,Hyeoksin-Dong,3.0,8.0,4.645161290322581
2022,1,Jeongnim-Dong,5.0,13.0,6.903225806451613
2022,1,Jungang-Way,3.0,9.0,5.903225806451613
2022,1,Juwol-Dong,3.0,10.0,6.433333333333334
2022,1,Nowon-Gu,4.0,11.0,6.451612903225806
2022,1,Onui-Dong,5.0,16.0,8.96774193548387
2022,1,Pado-Ri,2.0,8.0,4.032258064516129
2022,1,Paju,2.0,7.0,3.7096774193548385
2022,1,Saemangeum,5.0,5.0,5.0
2022,1,Saesol-Dong,4.0,13.0,6.592592592592593
2022,1,Sangjusi,4.0,9.0,5.225806451612903
2022,1,Seolseong-Myeon,2.0,6.0,3.5806451612903225
2022,1,Seonggeoeup,3.0,9.0,5.193548387096774
2022,1,Soi-Myeon,2.0,10.0,5.451612903225806
2022,1,Taeha-Ri,3.0,3.0,3.0
2022,2,Bangsan-Myeon,3.0,5.0,4.166666666666667
2022,2,Cheongnim-Dong,5.0,18.0,8.789473684210526
2022,2,Geumchon-Dong,4.0,9.0,5.315789473684211
2022,2,Gwanak-Gu,3.0,9.0,5.611111111111111
2022,2,Hwasun-Eup,2.0,6.0,3.8947368421052633
2022,2,Hyeoksin-Dong,2.0,6.0,3.8421052631578947
2022,2,Jeongnim-Dong,3.0,8.0,5.578947368421052
2022,2,Jungang-Way,3.0,6.0,4.473684210526316
2022,2,Juwol-Dong,3.0,8.0,4.894736842105263
2022,2,Nowon-Gu,3.0,9.0,5.631578947368421
2022,2,Onui-Dong,2.0,10.0,5.684210526315789
2022,2,Pado-Ri,2.0,14.0,3.8421052631578947
2022,2,Paju,2.0,15.0,4.388888888888889
2022,2,Saemangeum,2.0,7.0,4.461538461538462
2022,2,Saesol-Dong,3.0,9.0,5.2631578947368425
2022,2,Sangjusi,3.0,7.0,4.888888888888889
2022,2,Seolseong-Myeon,2.0,4.0,2.736842105263158
2022,2,Seonggeoeup,3.0,6.0,4.2631578947368425
2022,2,Soi-Myeon,3.0,6.0,4.631578947368421
2022,2,Taeha-Ri,2.0,4.0,2.5
