,,, pm10, pm10, pm10
2018,3,Seonggeoeup,8.0,93.0,46.16129032258065
2018,4,Bangsan-Myeon,6.0,61.0,31.233333333333334
2018,4,Geumchon-Dong,8.0,78.0,45.7
2018,4,Gwanak-Gu,9.0,85.0,45.36666666666667
2018,4,Jeongnim-Dong,13.0,73.0,44.8
2018,4,Jungang-Way,6.0,90.0,43.3
2018,4,Juwol-Dong,12.0,111.0,47.733333333333334
2018,4,Nowon-Gu,8.0,72.0,41.03333333333333
2018,4,Pado-Ri,6.0,60.0,36.93333333333333
2018,4,Paju,8.0,118.0,45.06666666666667
2018,4,Sangjusi,7.0,87.0,42.266666666666666
2018,4,Seolseong-Myeon,11.0,93.0,51.53333333333333
2018,4,Seonggeoeup,5.0,78.0,43.36666666666667
2018,5,Bangsan-Myeon,7.0,53.0,25.0
2018,5,Geumchon-Dong,8.0,81.0,37.096774193548384
2018,5,Gwanak-Gu,12.0,78.0,40.38709677419355
2018,5,Jeongnim-Dong,15.0,66.0,36.83870967741935
2018,5,Jungang-Way,5.0,63.0,29.64516129032258
2018,5,Juwol-Dong,17.0,70.0,36.903225806451616
2018,5,Nowon-Gu,11.0,64.0,33.354838709677416
2018,5,Pado-Ri,5.0,73.0,33.54838709677419
2018,5,Paju,8.0,73.0,34.2
2018,5,Sangjusi,8.0,65.0,34.16129032258065
2018,5,Seolseong-Myeon,11.0,74.0,41.064516129032256
2018,5,Seonggeoeup,10.0,65.0,32.806451612903224
2018,6,Bangsan-Myeon,7.0,38.0,21.4
2018,6,Geumchon-Dong,10.0,48.0,32.36666666666667
2018,6,Gwanak-Gu,13.0,57.0,36.96666666666667
2018,6,Jeongnim-Dong,13.0,51.0,33.733333333333334
2018,6,Jungang-Way,5.0,46.0,26.2
2018,6,Juwol-Dong,11.0,62.0,38.333333333333336
2018,6,Nowon-Gu,9.0,48.0,29.633333333333333
2018,6,Pado-Ri,10.0,47.0,30.9
2018,6,Paju,7.0,44.0,28.033333333333335
2018,6,Sangjusi,6.0,52.0,25.2
2018,6,Seolseong-Myeon,10.0,62.0,40.03333333333333
2018,6,Seonggeoeup,7.0,48.0,28.3
2018,7,Bangsan-Myeon,6.0,27.0,16.483870967741936
2018,7,Geumchon-Dong,7.0,38.0,23.258064516129032
2018,7,Gwanak-Gu,9.0,41.0,24.129032258064516
2018,7,Jeongnim-Dong,12.0,52.0,25.838709677419356
2018,7,Jungang-Way,6.0,46.0,22.225806451612904
2018,7,Juwol-Dong,16.0,45.0,26.419354838709676
2018,7,Nowon-Gu,8.0,40.0,24.129032258064516
2018,7,Pado-Ri,9.0,31.0,19.64516129032258
2018,7,Paju,8.0,31.0,18.322580645161292
2018,7,Sangjusi,4.0,37.0,18.35483870967742
2018,7,Seolseong-Myeon,9.0,54.0,29.387096774193548
2018,7,Seonggeoeup,7.0,37.0,20.516129032258064
2018,8,Bangsan-Myeon,3.0,23.0,12.774193548387096
2018,8,Geumchon-Dong,7.0,51.0,22.1
2018,8,Gwanak-Gu,9.0,40.0,22.129032258064516
2018,8,Jeongnim-Dong,9.0,32.0,22.06451612903226
2018,8,Jungang-Way,4.0,30.0,17.29032258064516
2018,8,Juwol-Dong,14.0,37.0,24.193548387096776
2018,8,Nowon-Gu,10.0,41.0,20.516129032258064
2018,8,Pado-Ri,7.0,33.0,18.516129032258064
2018,8,Paju,7.0,42.0,18.838709677419356
2018,8,Sangjusi,5.0,28.0,15.225806451612904
2018,8,Seolseong-Myeon,6.0,43.0,24.451612903225808
2018,8,Seonggeoeup,8.0,31.0,20.576923076923077
2018,9,Bangsan-Myeon,7.0,25.0,13.9
2018,9,Geumchon-Dong,5.0,46.0,23.0
2018,9,Gwanak-Gu,9.0,43.0,22.0
2018,9,Jeongnim-Dong,11.0,31.0,18.4
2018,9,Jungang-Way,6.0,27.0,16.6
2018,9,Juwol-Dong,16.0,47.0,25.03448275862069
2018,9,Nowon-Gu,10.0,34.0,19.233333333333334
2018,9,Pado-Ri,11.0,46.0,25.433333333333334
2018,9,Paju,8.0,33.0,19.6
2018,9,Sangjusi,9.0,36.0,19.1
2018,9,Seolseong-Myeon,7.0,52.0,21.933333333333334
2018,9,Seonggeoeup,10.0,35.0,20.166666666666668
2018,10,Bangsan-Myeon,6.0,27.0,15.290322580645162
2018,10,Geumchon-Dong,7.0,53.0,32.0
2018,10,Gwanak-Gu,10.0,61.0,30.967741935483872
2018,10,Jeongnim-Dong,11.0,44.0,24.967741935483872
2018,10,Jungang-Way,5.0,41.0,22.70967741935484
2018,10,Juwol-Dong,13.0,61.0,33.87096774193548
2018,10,Nowon-Gu,7.0,47.0,26.129032258064516
2018,10,Pado-Ri,16.0,54.0,32.54838709677419
2018,10,Paju,6.0,55.0,31.93548387096774
2018,10,Sangjusi,4.0,47.0,23.258064516129032
2018,10,Seolseong-Myeon,5.0,76.0,34.45161290322581
2018,10,Seonggeoeup,6.0,68.0,31.96551724137931
2018,11,Bangsan-Myeon,8.0,57.0,23.466666666666665
2018,11,Geumchon-Dong,11.0,102.0,50.0
2018,11,Gwanak-Gu,11.0,89.0,48.8
2018,11,Jeongnim-Dong,23.0,98.0,40.53333333333333
2018,11,Jungang-Way,5.0,69.0,37.9
2018,11,Juwol-Dong,26.0,112.0,51.9
2018,11,Nowon-Gu,12.0,80.0,41.666666666666664
2018,11,Pado-Ri,19.0,102.0,45.3
2018,11,Paju,4.0,116.0,45.266666666666666
2018,11,Sangjusi,17.0,90.0,41.9
2018,11,Seolseong-Myeon,17.0,99.0,53.56666666666667
2018,11,Seonggeoeup,29.0,105.0,58.56666666666667
2018,12,Bangsan-Myeon,12.0,44.0,20.75862068965517
2018,12,Geumchon-Dong,25.0,66.0,43.32142857142857
2018,12,Gwanak-Gu,20.0,70.0,40.1
2018,12,Jeongnim-Dong,16.0,57.0,32.5
2018,12,Jungang-Way,19.0,65.0,41.107142857142854
2018,12,Juwol-Dong,21.0,97.0,40.57142857142857
2018,12,Nowon-Gu,21.0,68.0,38.766666666666666
2018,12,Pado-Ri,21.0,65.0,38.714285714285715
2018,12,Paju,20.0,66.0,42.73076923076923
2018,12,Sangjusi,15.0,64.0,34.67857142857143
2018,12,Seolseong-Myeon,29.0,78.0,47.285714285714285
2018,12,Seonggeoeup,26.0,85.0,46.535714285714285
2019,1,Bangsan-Myeon,14.0,72.0,38.333333333333336
2019,1,Geumchon-Dong,37.0,116.0,59.0
2019,1,Gwanak-Gu,33.0,105.0,55.774193548387096
2019,1,Jeongnim-Dong,24.0,85.0,43.354838709677416
2019,1,Jungang-Way,35.0,95.0,57.03225806451613
2019,1,Juwol-Dong,29.0,81.0,47.74193548387097
2019,1,Nowon-Gu,33.0,112.0,54.03225806451613
2019,1,Pado-Ri,23.0,84.0,47.67741935483871
2019,1,Paju,39.0,112.0,60.61290322580645
2019,1,Sangjusi,22.0,78.0,44.935483870967744
2019,1,Seolseong-Myeon,44.0,115.0,62.645161290322584
2019,1,Seonggeoeup,36.0,111.0,58.38709677419355
2019,2,Bangsan-Myeon,18.0,61.0,33.73076923076923
2019,2,Geumchon-Dong,28.0,82.0,50.92857142857143
2019,2,Gwanak-Gu,31.0,88.0,52.42857142857143
2019,2,Jeongnim-Dong,20.0,100.0,45.392857142857146
2019,2,Jungang-Way,29.0,75.0,49.57142857142857
2019,2,Juwol-Dong,24.0,108.0,52.214285714285715
2019,2,Nowon-Gu,30.0,75.0,49.607142857142854
2019,2,Pado-Ri,26.0,85.0,48.357142857142854
2019,2,Paju,27.0,84.0,51.75
2019,2,Sangjusi,24.0,88.0,46.714285714285715
2019,2,Seolseong-Myeon,38.0,99.0,58.392857142857146
2019,2,Seonggeoeup,34.0,99.0,56.642857142857146
2019,3,Bangsan-Myeon,9.0,87.0,40.26086956521739
2019,3,Geumchon-Dong,26.0,124.0,52.666666666666664
2019,3,Gwanak-Gu,23.0,121.0,54.54838709677419
2019,3,Hwasun-Eup,21.0,46.0,33.666666666666664
2019,3,Jeongnim-Dong,21.0,97.0,43.6
2019,3,Jungang-Way,26.0,114.0,48.9
2019,3,Juwol-Dong,20.0,115.0,49.36666666666667
2019,3,Nowon-Gu,23.0,124.0,49.806451612903224
2019,3,Pado-Ri,24.0,110.0,46.666666666666664
2019,3,Paju,25.0,122.0,53.1
2019,3,Sangjusi,26.0,97.0,46.63333333333333
2019,3,Seolseong-Myeon,26.0,120.0,56.766666666666666
2019,3,Seonggeoeup,24.0,122.0,56.63333333333333
2019,4,Bangsan-Myeon,2.0,68.0,29.782608695652176
2019,4,Geumchon-Dong,9.0,79.0,40.3
2019,4,Gwanak-Gu,10.0,84.0,42.3
2019,4,Hwasun-Eup,9.0,68.0,31.9
2019,4,Jeongnim-Dong,9.0,58.0,31.4
2019,4,Jungang-Way,7.0,61.0,35.8
2019,4,Juwol-Dong,19.0,77.0,40.56666666666667
2019,4,Nowon-Gu,6.0,67.0,33.2
2019,4,Pado-Ri,9.0,65.0,34.4
2019,4,Paju,3.0,75.0,39.7
2019,4,Sangjusi,10.0,63.0,38.46666666666667
2019,4,Seolseong-Myeon,14.0,78.0,44.56666666666667
2019,4,Seonggeoeup,13.0,80.0,39.407407407407405
2019,5,Bangsan-Myeon,4.0,48.0,25.548387096774192
2019,5,Geumchon-Dong,13.0,76.0,48.54838709677419
2019,5,Gwanak-Gu,16.0,79.0,49.096774193548384
2019,5,Hwasun-Eup,9.0,61.0,35.61290322580645
2019,5,Jeongnim-Dong,17.0,63.0,36.74193548387097
2019,5,Jungang-Way,12.0,61.0,41.03225806451613
2019,5,Juwol-Dong,17.0,71.0,44.935483870967744
2019,5,Nowon-Gu,12.0,62.0,40.354838709677416
2019,5,Pado-Ri,13.0,75.0,43.74193548387097
2019,5,Paju,12.0,69.0,45.13333333333333
2019,5,Sangjusi,17.0,66.0,40.064516129032256
2019,5,Seolseong-Myeon,14.0,79.0,47.58064516129032
2019,5,Seonggeoeup,13.0,70.0,41.935483870967744
2019,6,Bangsan-Myeon,1.0,29.0,13.620689655172415
2019,6,Geumchon-Dong,13.0,46.0,28.20689655172414
2019,6,Gwanak-Gu,12.0,56.0,30.833333333333332
2019,6,Hwasun-Eup,10.0,50.0,28.24137931034483
2019,6,Jeongnim-Dong,11.0,52.0,27.82758620689655
2019,6,Jungang-Way,11.0,57.0,29.20689655172414
2019,6,Juwol-Dong,19.0,63.0,39.41379310344828
2019,6,Nowon-Gu,8.0,49.0,24.033333333333335
2019,6,Pado-Ri,12.0,42.0,24.896551724137932
2019,6,Paju,11.0,39.0,25.93103448275862
2019,6,Sangjusi,12.0,54.0,26.862068965517242
2019,6,Seolseong-Myeon,8.0,61.0,33.13793103448276
2019,6,Seonggeoeup,12.0,50.0,29.724137931034484
2019,7,Bangsan-Myeon,14.0,44.0,24.193548387096776
2019,7,Geumchon-Dong,8.0,54.0,26.032258064516128
2019,7,Gwanak-Gu,8.0,53.0,22.612903225806452
2019,7,Hwasun-Eup,6.0,38.0,19.483870967741936
2019,7,Jeongnim-Dong,10.0,43.0,23.516129032258064
2019,7,Jungang-Way,8.0,63.0,24.70967741935484
2019,7,Juwol-Dong,11.0,49.0,27.838709677419356
2019,7,Nowon-Gu,6.0,57.0,23.516129032258064
2019,7,Pado-Ri,9.0,46.0,20.419354838709676
2019,7,Paju,5.0,47.0,23.322580645161292
2019,7,Sangjusi,6.0,36.0,22.29032258064516
2019,7,Seolseong-Myeon,6.0,47.0,24.161290322580644
2019,7,Seonggeoeup,9.0,41.0,22.806451612903224
2019,8,Bangsan-Myeon,11.0,37.0,22.096774193548388
2019,8,Geumchon-Dong,11.0,45.0,27.516129032258064
2019,8,Gwanak-Gu,6.0,36.0,21.620689655172413
2019,8,Hwasun-Eup,11.0,40.0,22.096774193548388
2019,8,Jeongnim-Dong,15.0,54.0,24.896551724137932
2019,8,Jungang-Way,10.0,38.0,25.0
2019,8,Juwol-Dong,21.0,49.0,31.774193548387096
2019,8,Nowon-Gu,8.0,38.0,23.032258064516128
2019,8,Pado-Ri,13.0,48.0,27.258064516129032
2019,8,Paju,10.0,34.0,22.464285714285715
2019,8,Sangjusi,13.0,40.0,23.133333333333333
2019,8,Seolseong-Myeon,6.0,45.0,26.321428571428573
2019,8,Seonggeoeup,9.0,41.0,25.0
2019,9,Bangsan-Myeon,5.0,21.0,11.033333333333333
2019,9,Geumchon-Dong,7.0,55.0,27.366666666666667
2019,9,Gwanak-Gu,21.0,49.0,33.166666666666664
2019,9,Hwasun-Eup,5.0,34.0,18.6
2019,9,Jeongnim-Dong,6.0,35.0,19.133333333333333
2019,9,Jungang-Way,4.0,32.0,18.866666666666667
2019,9,Juwol-Dong,9.0,50.0,28.533333333333335
2019,9,Nowon-Gu,5.0,41.0,19.666666666666668
2019,9,Pado-Ri,11.0,48.0,28.357142857142858
2019,9,Paju,5.0,44.0,20.533333333333335
2019,9,Sangjusi,4.0,42.0,20.666666666666668
2019,9,Seolseong-Myeon,9.0,54.0,26.766666666666666
2019,9,Seonggeoeup,8.0,44.0,23.7
2019,10,Bangsan-Myeon,5.0,59.0,16.548387096774192
2019,10,Geumchon-Dong,10.0,75.0,37.0
2019,10,Gwanak-Gu,10.0,76.0,29.806451612903224
2019,10,Hwasun-Eup,4.0,74.0,26.379310344827587
2019,10,Jeongnim-Dong,5.0,75.0,24.419354838709676
2019,10,Jungang-Way,9.0,92.0,28.516129032258064
2019,10,Juwol-Dong,10.0,84.0,34.806451612903224
2019,10,Nowon-Gu,7.0,60.0,25.161290322580644
2019,10,Pado-Ri,18.0,85.0,39.83870967741935
2019,10,Paju,8.0,76.0,31.774193548387096
2019,10,Sangjusi,8.0,81.0,28.032258064516128
2019,10,Seolseong-Myeon,9.0,69.0,37.16129032258065
2019,10,Seonggeoeup,13.0,84.0,33.45161290322581
2019,11,Bangsan-Myeon,5.0,56.0,23.482758620689655
2019,11,Geumchon-Dong,20.0,78.0,44.310344827586206
2019,11,Gwanak-Gu,17.0,62.0,36.63333333333333
2019,11,Hwasun-Eup,16.0,57.0,26.862068965517242
2019,11,Jeongnim-Dong,21.0,86.0,33.96551724137931
2019,11,Jungang-Way,15.0,66.0,37.241379310344826
2019,11,Juwol-Dong,27.0,64.0,40.0
2019,11,Nowon-Gu,13.0,51.0,29.8
2019,11,Pado-Ri,25.0,56.0,40.0
2019,11,Paju,16.0,77.0,38.89655172413793
2019,11,Sangjusi,20.0,57.0,38.10344827586207
2019,11,Seolseong-Myeon,26.0,72.0,45.793103448275865
2019,11,Seonggeoeup,20.0,77.0,46.09090909090909
2019,12,Bangsan-Myeon,13.0,57.0,25.482758620689655
2019,12,Cheongnim-Dong,27.0,69.0,44.80952380952381
2019,12,Geumchon-Dong,26.0,83.0,44.13793103448276
2019,12,Gwanak-Gu,21.0,72.0,37.51724137931034
2019,12,Hwasun-Eup,12.0,41.0,24.344827586206897
2019,12,Jeongnim-Dong,18.0,63.0,32.689655172413794
2019,12,Jungang-Way,20.0,65.0,39.93103448275862
2019,12,Juwol-Dong,20.0,61.0,36.689655172413794
2019,12,Nowon-Gu,17.0,66.0,33.6551724137931
2019,12,Pado-Ri,18.0,81.0,37.96551724137931
2019,12,Paju,21.0,74.0,41.41379310344828
2019,12,Sangjusi,15.0,66.0,35.172413793103445
2019,12,Seolseong-Myeon,26.0,71.0,48.0
2019,12,Seonggeoeup,28.0,69.0,46.62068965517241
2020,1,Bangsan-Myeon,7.0,43.0,22.580645161290324
2020,1,Cheongnim-Dong,20.0,61.0,39.96774193548387
2020,1,Geumchon-Dong,10.0,66.0,43.774193548387096
2020,1,Gwanak-Gu,9.0,58.0,38.45161290322581
2020,1,Hwasun-Eup,5.0,73.0,30.903225806451612
2020,1,Jeongnim-Dong,9.0,56.0,34.806451612903224
2020,1,Jungang-Way,12.0,57.0,37.935483870967744
2020,1,Juwol-Dong,8.0,65.0,36.87096774193548
2020,1,Nowon-Gu,8.0,54.0,34.03225806451613
2020,1,Pado-Ri,9.0,67.0,39.74193548387097
2020,1,Paju,10.0,63.0,41.70967741935484
2020,1,Sangjusi,7.0,57.0,33.58064516129032
2020,1,Seolseong-Myeon,13.0,73.0,46.774193548387096
2020,1,Seonggeoeup,11.0,72.0,48.07142857142857
2020,2,Bangsan-Myeon,8.0,47.0,24.93103448275862
2020,2,Cheongnim-Dong,19.0,66.0,36.55172413793103
2020,2,Geumchon-Dong,14.0,62.0,38.275862068965516
2020,2,Gwanak-Gu,15.0,63.0,34.827586206896555
2020,2,Hwasun-Eup,15.0,68.0,31.137931034482758
2020,2,Jeongnim-Dong,10.0,57.0,31.0
2020,2,Jungang-Way,12.0,58.0,33.758620689655174
2020,2,Juwol-Dong,16.0,58.0,32.0
2020,2,Nowon-Gu,10.0,60.0,30.896551724137932
2020,2,Pado-Ri,11.0,69.0,36.86206896551724
2020,2,Paju,10.0,62.0,36.310344827586206
2020,2,Sangjusi,12.0,59.0,31.896551724137932
2020,2,Seolseong-Myeon,15.0,71.0,43.86206896551724
2020,2,Seonggeoeup,18.0,70.0,39.89655172413793
2020,3,Bangsan-Myeon,12.0,42.0,27.586206896551722
2020,3,Cheongnim-Dong,20.0,65.0,40.70967741935484
2020,3,Geumchon-Dong,26.0,62.0,46.6551724137931
2020,3,Gwanak-Gu,24.0,54.0,39.89655172413793
2020,3,Hwasun-Eup,12.0,48.0,31.612903225806452
2020,3,Jeongnim-Dong,20.0,48.0,33.37931034482759
2020,3,Jungang-Way,16.0,55.0,36.851851851851855
2020,3,Juwol-Dong,18.0,53.0,36.89655172413793
2020,3,Nowon-Gu,21.0,58.0,38.41379310344828
2020,3,Pado-Ri,23.0,56.0,44.41379310344828
2020,3,Paju,25.0,72.0,46.03225806451613
2020,3,Sangjusi,22.0,55.0,36.70967741935484
2020,3,Seolseong-Myeon,28.0,66.0,48.0
2020,3,Seonggeoeup,26.0,66.0,40.903225806451616
2020,4,Bangsan-Myeon,9.0,69.0,29.533333333333335
2020,4,Cheongnim-Dong,15.0,73.0,41.56666666666667
2020,4,Geumchon-Dong,15.0,66.0,43.06666666666667
2020,4,Gwanak-Gu,12.0,57.0,37.06666666666667
2020,4,Hwasun-Eup,17.0,56.0,33.666666666666664
2020,4,Jeongnim-Dong,14.0,50.0,32.96666666666667
2020,4,Jungang-Way,13.0,69.0,36.53333333333333
2020,4,Juwol-Dong,22.0,60.0,38.733333333333334
2020,4,Nowon-Gu,12.0,64.0,38.666666666666664
2020,4,Pado-Ri,23.0,74.0,40.43333333333333
2020,4,Paju,15.0,84.0,43.6
2020,4,Sangjusi,15.0,65.0,35.666666666666664
2020,4,Seolseong-Myeon,17.0,66.0,43.62068965517241
2020,4,Seonggeoeup,18.0,56.0,36.266666666666666
2020,5,Bangsan-Myeon,6.0,62.0,18.366666666666667
2020,5,Cheongnim-Dong,11.0,77.0,34.45161290322581
2020,5,Geumchon-Dong,10.0,90.0,33.516129032258064
2020,5,Gwanak-Gu,11.0,74.0,29.483870967741936
2020,5,Hwasun-Eup,9.0,48.0,23.548387096774192
2020,5,Jeongnim-Dong,11.0,47.0,26.096774193548388
2020,5,Jungang-Way,7.0,66.0,25.258064516129032
2020,5,Juwol-Dong,15.0,52.0,30.0
2020,5,Nowon-Gu,8.0,73.0,27.903225806451612
2020,5,Pado-Ri,12.0,73.0,31.516129032258064
2020,5,Paju,6.0,89.0,29.322580645161292
2020,5,Sangjusi,8.0,57.0,29.06451612903226
2020,5,Seolseong-Myeon,25.0,49.0,36.888888888888886
2020,5,Seonggeoeup,10.0,58.0,27.161290322580644
2020,6,Bangsan-Myeon,4.0,53.0,22.733333333333334
2020,6,Cheongnim-Dong,15.0,72.0,31.166666666666668
2020,6,Geumchon-Dong,10.0,58.0,36.03333333333333
2020,6,Gwanak-Gu,10.0,52.0,33.166666666666664
2020,6,Hwasun-Eup,5.0,43.0,21.733333333333334
2020,6,Hyeoksin-Dong,10.0,55.0,31.8
2020,6,Jeongnim-Dong,6.0,71.0,30.3
2020,6,Jungang-Way,8.0,63.0,31.5
2020,6,Juwol-Dong,7.0,55.0,27.9
2020,6,Nowon-Gu,6.0,48.0,31.333333333333332
2020,6,Onui-Dong,12.0,40.0,25.3
2020,6,Pado-Ri,9.0,49.0,26.033333333333335
2020,6,Paju,11.0,47.0,32.5
2020,6,Saesol-Dong,7.0,42.0,23.3
2020,6,Sangjusi,5.0,67.0,29.933333333333334
2020,6,Seolseong-Myeon,7.0,55.0,37.25925925925926
2020,6,Seonggeoeup,9.0,43.0,26.5
2020,6,Soi-Myeon,10.0,34.0,24.7
2020,7,Bangsan-Myeon,2.0,18.0,11.64516129032258
2020,7,Cheongnim-Dong,8.0,36.0,21.225806451612904
2020,7,Geumchon-Dong,6.0,56.0,23.032258064516128
2020,7,Gwanak-Gu,6.0,48.0,20.419354838709676
2020,7,Hwasun-Eup,5.0,27.0,13.133333333333333
2020,7,Hyeoksin-Dong,9.0,44.0,22.29032258064516
2020,7,Jeongnim-Dong,5.0,52.0,15.827586206896552
2020,7,Jungang-Way,5.0,26.0,15.387096774193548
2020,7,Juwol-Dong,5.0,32.0,16.357142857142858
2020,7,Nowon-Gu,3.0,39.0,18.24137931034483
2020,7,Onui-Dong,7.0,29.0,18.64516129032258
2020,7,Pado-Ri,4.0,35.0,20.193548387096776
2020,7,Paju,2.0,52.0,15.5
2020,7,Saesol-Dong,4.0,45.0,16.483870967741936
2020,7,Sangjusi,2.0,32.0,14.3
2020,7,Seolseong-Myeon,6.0,46.0,22.612903225806452
2020,7,Seonggeoeup,6.0,33.0,17.06451612903226
2020,7,Soi-Myeon,9.0,35.0,18.387096774193548
2020,8,Bangsan-Myeon,3.0,26.0,12.2
2020,8,Cheongnim-Dong,11.0,49.0,27.548387096774192
2020,8,Geumchon-Dong,8.0,43.0,23.419354838709676
2020,8,Gwanak-Gu,10.0,40.0,22.0
2020,8,Hwasun-Eup,8.0,40.0,19.93548387096774
2020,8,Hyeoksin-Dong,8.0,40.0,22.870967741935484
2020,8,Jeongnim-Dong,4.0,34.0,18.833333333333332
2020,8,Jungang-Way,7.0,20.0,12.666666666666666
2020,8,Juwol-Dong,10.0,43.0,23.419354838709676
2020,8,Nowon-Gu,8.0,36.0,19.129032258064516
2020,8,Onui-Dong,6.0,36.0,18.193548387096776
2020,8,Pado-Ri,13.0,45.0,24.73076923076923
2020,8,Paju,1.0,37.0,18.4
2020,8,Saesol-Dong,8.0,34.0,17.774193548387096
2020,8,Sangjusi,6.0,35.0,19.677419354838708
2020,8,Seolseong-Myeon,12.0,51.0,24.29032258064516
2020,8,Seonggeoeup,10.0,40.0,21.06451612903226
2020,8,Soi-Myeon,9.0,37.0,19.93548387096774
2020,9,Bangsan-Myeon,4.0,18.0,11.4
2020,9,Cheongnim-Dong,15.0,50.0,31.866666666666667
2020,9,Geumchon-Dong,4.0,39.0,21.966666666666665
2020,9,Gwanak-Gu,6.0,31.0,18.8
2020,9,Hwasun-Eup,4.0,48.0,18.03448275862069
2020,9,Hyeoksin-Dong,9.0,44.0,22.166666666666668
2020,9,Jeongnim-Dong,4.0,37.0,17.333333333333332
2020,9,Juwol-Dong,5.0,53.0,21.866666666666667
2020,9,Nowon-Gu,4.0,29.0,17.066666666666666
2020,9,Onui-Dong,3.0,35.0,19.4
2020,9,Pado-Ri,8.0,44.0,26.321428571428573
2020,9,Paju,4.0,41.0,19.733333333333334
2020,9,Saesol-Dong,2.0,30.0,17.8
2020,9,Sangjusi,7.0,30.0,18.9
2020,9,Seolseong-Myeon,8.0,40.0,23.6
2020,9,Seonggeoeup,7.0,34.0,21.633333333333333
2020,9,Soi-Myeon,12.0,33.0,20.7
2020,10,Bangsan-Myeon,10.0,37.0,19.344827586206897
2020,10,Cheongnim-Dong,26.0,68.0,39.03225806451613
2020,10,Geumchon-Dong,18.0,64.0,37.774193548387096
2020,10,Gwanak-Gu,12.0,57.0,29.903225806451612
2020,10,Hwasun-Eup,13.0,43.0,22.655172413793103
2020,10,Hyeoksin-Dong,15.0,58.0,32.45161290322581
2020,10,Jeongnim-Dong,12.0,45.0,24.838709677419356
2020,10,Jungang-Way,23.0,29.0,25.333333333333332
2020,10,Juwol-Dong,18.0,54.0,30.766666666666666
2020,10,Nowon-Gu,14.0,56.0,30.06451612903226
2020,10,Onui-Dong,19.0,64.0,32.354838709677416
2020,10,Pado-Ri,20.0,47.0,34.4
2020,10,Paju,16.0,61.0,37.096774193548384
2020,10,Saesol-Dong,16.0,64.0,33.0
2020,10,Sangjusi,18.0,58.0,29.29032258064516
2020,10,Seolseong-Myeon,14.0,73.0,37.96774193548387
2020,10,Seonggeoeup,17.0,66.0,35.354838709677416
2020,10,Soi-Myeon,15.0,60.0,32.38709677419355
2020,11,Bangsan-Myeon,9.0,51.0,20.466666666666665
2020,11,Cheongnim-Dong,14.0,68.0,39.9
2020,11,Geumchon-Dong,17.0,66.0,41.333333333333336
2020,11,Gwanak-Gu,16.0,57.0,32.8
2020,11,Hwasun-Eup,12.0,44.0,23.433333333333334
2020,11,Hyeoksin-Dong,13.0,60.0,33.166666666666664
2020,11,Jeongnim-Dong,10.0,53.0,28.733333333333334
2020,11,Jungang-Way,13.0,60.0,32.9
2020,11,Juwol-Dong,15.0,56.0,31.566666666666666
2020,11,Nowon-Gu,15.0,61.0,35.766666666666666
2020,11,Onui-Dong,13.0,71.0,41.0
2020,11,Pado-Ri,23.0,64.0,40.43333333333333
2020,11,Paju,14.0,71.0,42.1
2020,11,Saesol-Dong,13.0,63.0,36.63333333333333
2020,11,Sangjusi,17.0,63.0,35.666666666666664
2020,11,Seolseong-Myeon,18.0,69.0,41.03333333333333
2020,11,Seonggeoeup,19.0,72.0,41.53333333333333
2020,11,Soi-Myeon,21.0,63.0,37.7
2020,12,Bangsan-Myeon,10.0,48.0,24.806451612903224
2020,12,Cheongnim-Dong,23.0,59.0,41.193548387096776
2020,12,Geumchon-Dong,18.0,77.0,42.54838709677419
2020,12,Gwanak-Gu,14.0,67.0,31.06451612903226
2020,12,Hwasun-Eup,12.0,44.0,23.322580645161292
2020,12,Hyeoksin-Dong,14.0,60.0,34.61290322580645
2020,12,Jeongnim-Dong,18.0,44.0,29.483870967741936
2020,12,Jungang-Way,14.0,61.0,34.03225806451613
2020,12,Juwol-Dong,14.0,68.0,32.29032258064516
2020,12,Nowon-Gu,17.0,78.0,37.87096774193548
2020,12,Onui-Dong,18.0,76.0,43.12903225806452
2020,12,Pado-Ri,19.0,67.0,36.12903225806452
2020,12,Paju,21.0,74.0,44.45161290322581
2020,12,Saesol-Dong,21.0,72.0,39.54838709677419
2020,12,Sangjusi,14.0,60.0,36.29032258064516
2020,12,Seolseong-Myeon,21.0,71.0,41.61290322580645
2020,12,Seonggeoeup,24.0,70.0,43.193548387096776
2020,12,Soi-Myeon,21.0,60.0,39.0
2021,1,Bangsan-Myeon,6.0,75.0,26.096774193548388
2021,1,Cheongnim-Dong,19.0,78.0,42.096774193548384
2021,1,Geumchon-Dong,13.0,82.0,40.54838709677419
2021,1,Gwanak-Gu,10.0,65.0,30.161290322580644
2021,1,Hwasun-Eup,12.0,57.0,26.032258064516128
2021,1,Hyeoksin-Dong,15.0,76.0,37.12903225806452
2021,1,Jeongnim-Dong,14.0,62.0,33.3448275862069
2021,1,Jungang-Way,6.0,69.0,31.516129032258064
2021,1,Juwol-Dong,16.0,65.0,35.74193548387097
2021,1,Nowon-Gu,12.0,75.0,36.45161290322581
2021,1,Onui-Dong,15.0,76.0,38.96774193548387
2021,1,Pado-Ri,15.0,100.0,40.54838709677419
2021,1,Paju,13.0,77.0,42.806451612903224
2021,1,Saesol-Dong,16.0,73.0,39.310344827586206
2021,1,Sangjusi,15.0,74.0,37.25806451612903
2021,1,Seolseong-Myeon,11.0,68.0,40.0
2021,1,Seonggeoeup,18.0,80.0,44.096774193548384
