,,, no2, no2, no2
,,,min,max,mean
date,date,City,,,
2021,1,Juwol-Dong,7.0,52.0,26.64516129032258
2021,1,Nowon-Gu,7.0,56.0,27.741935483870968
2021,1,Onui-Dong,8.0,36.0,21.258064516129032
2021,1,Pado-Ri,1.0,16.0,5.193548387096774
2021,1,Paju,1.0,20.0,6.290322580645161
2021,1,Saesol-Dong,10.0,54.0,26.689655172413794
2021,1,Sangjusi,5.0,24.0,12.483870967741936
2021,1,Seolseong-Myeon,1.0,25.0,10.129032258064516
2021,1,Seonggeoeup,10.0,37.0,19.0
2021,1,Soi-Myeon,8.0,21.0,12.774193548387096
2021,2,Bangsan-Myeon,1.0,8.0,3.392857142857143
2021,2,Cheongnim-Dong,11.0,25.0,17.964285714285715
2021,2,Geumchon-Dong,10.0,37.0,22.035714285714285
2021,2,Gwanak-Gu,10.0,68.0,32.285714285714285
2021,2,Hwasun-Eup,4.0,24.0,12.535714285714286
2021,2,Hyeoksin-Dong,8.0,31.0,15.642857142857142
2021,2,Jeongnim-Dong,7.0,34.0,18.035714285714285
2021,2,Jungang-Way,2.0,25.0,13.0
2021,2,Juwol-Dong,12.0,42.0,25.142857142857142
2021,2,Nowon-Gu,8.0,51.0,27.785714285714285
2021,2,Onui-Dong,6.0,34.0,21.642857142857142
2021,2,Pado-Ri,1.0,23.0,6.115384615384615
2021,2,Paju,1.0,14.0,5.428571428571429
2021,2,Saesol-Dong,7.0,57.0,21.178571428571427
2021,2,Sangjusi,5.0,21.0,11.535714285714286
2021,2,Seolseong-Myeon,4.0,23.0,8.964285714285714
2021,2,Seonggeoeup,9.0,38.0,17.071428571428573
2021,2,Soi-Myeon,6.0,16.0,10.928571428571429
2021,3,Bangsan-Myeon,1.0,7.0,3.096774193548387
2021,3,Cheongnim-Dong,11.0,25.0,17.387096774193548
2021,3,Geumchon-Dong,10.0,38.0,22.193548387096776
2021,3,Gwanak-Gu,14.0,67.0,36.464285714285715
2021,3,Hwasun-Eup,6.0,16.0,10.096774193548388
2021,3,Hyeoksin-Dong,6.0,25.0,15.35483870967742
2021,3,Jeongnim-Dong,7.0,31.0,17.258064516129032
2021,3,Jungang-Way,5.0,20.0,11.774193548387096
2021,3,Juwol-Dong,9.0,33.0,21.193548387096776
2021,3,Nowon-Gu,8.0,51.0,26.225806451612904
2021,3,Onui-Dong,8.0,34.0,20.64516129032258
2021,3,Pado-Ri,1.0,14.0,6.67741935483871
2021,3,Paju,2.0,16.0,7.233333333333333
2021,3,Saesol-Dong,6.0,34.0,20.64516129032258
2021,3,Sangjusi,4.0,17.0,10.0
2021,3,Seolseong-Myeon,1.0,14.0,6.645161290322581
2021,3,Seonggeoeup,8.0,26.0,17.70967741935484
2021,3,Soi-Myeon,7.0,15.0,10.838709677419354
2021,4,Bangsan-Myeon,1.0,4.0,2.1666666666666665
2021,4,Cheongnim-Dong,11.0,25.0,17.633333333333333
2021,4,Geumchon-Dong,7.0,25.0,15.066666666666666
2021,4,Gwanak-Gu,11.0,53.0,23.7
2021,4,Hwasun-Eup,4.0,15.0,8.1
2021,4,Hyeoksin-Dong,7.0,20.0,13.4
2021,4,Jeongnim-Dong,7.0,20.0,11.633333333333333
2021,4,Jungang-Way,2.0,15.0,7.866666666666666
2021,4,Juwol-Dong,7.0,28.0,14.833333333333334
2021,4,Nowon-Gu,7.0,35.0,18.4
2021,4,Onui-Dong,5.0,26.0,15.833333333333334
2021,4,Pado-Ri,2.0,14.0,5.566666666666666
2021,4,Paju,1.0,7.0,3.8666666666666667
2021,4,Saesol-Dong,5.0,30.0,14.7
2021,4,Sangjusi,3.0,15.0,7.566666666666666
2021,4,Seolseong-Myeon,1.0,12.0,4.4
2021,4,Seonggeoeup,6.0,25.0,13.666666666666666
2021,4,Soi-Myeon,7.0,14.0,9.466666666666667
2021,5,Bangsan-Myeon,1.0,4.0,1.4
2021,5,Cheongnim-Dong,13.0,24.0,17.548387096774192
2021,5,Geumchon-Dong,6.0,27.0,12.96774193548387
2021,5,Gwanak-Gu,10.0,38.0,20.258064516129032
2021,5,Hwasun-Eup,4.0,9.0,6.258064516129032
2021,5,Hyeoksin-Dong,6.0,19.0,10.290322580645162
2021,5,Jeongnim-Dong,6.0,14.0,9.419354838709678
2021,5,Jungang-Way,1.0,17.0,5.967741935483871
2021,5,Juwol-Dong,3.0,15.0,9.935483870967742
2021,5,Nowon-Gu,7.0,32.0,16.193548387096776
2021,5,Onui-Dong,5.0,21.0,12.903225806451612
2021,5,Pado-Ri,2.0,9.0,3.806451612903226
2021,5,Paju,1.0,15.0,4.419354838709677
2021,5,Saesol-Dong,6.0,24.0,12.64516129032258
2021,5,Sangjusi,3.0,10.0,5.870967741935484
2021,5,Seolseong-Myeon,1.0,7.0,2.903225806451613
2021,5,Seonggeoeup,7.0,19.0,11.612903225806452
2021,5,Soi-Myeon,5.0,10.0,7.354838709677419
2021,6,Bangsan-Myeon,1.0,2.0,1.0357142857142858
2021,6,Cheongnim-Dong,3.0,22.0,12.3
2021,6,Geumchon-Dong,6.0,21.0,11.666666666666666
2021,6,Gwanak-Gu,10.0,34.0,19.266666666666666
2021,6,Hwasun-Eup,3.0,8.0,5.866666666666666
2021,6,Hyeoksin-Dong,5.0,16.0,9.166666666666666
2021,6,Jeongnim-Dong,6.0,13.0,8.7
2021,6,Jungang-Way,2.0,7.0,4.433333333333334
2021,6,Juwol-Dong,6.0,15.0,9.533333333333333
2021,6,Nowon-Gu,6.0,23.0,13.4
2021,6,Onui-Dong,6.0,16.0,11.0
2021,6,Pado-Ri,1.0,8.0,4.333333333333333
2021,6,Paju,2.0,8.0,3.1379310344827585
2021,6,Saesol-Dong,6.0,24.0,12.6
2021,6,Sangjusi,4.0,10.0,5.766666666666667
2021,6,Seolseong-Myeon,2.0,8.0,5.222222222222222
2021,6,Seonggeoeup,8.0,16.0,11.466666666666667
2021,6,Soi-Myeon,5.0,8.0,5.833333333333333
2021,7,Bangsan-Myeon,1.0,2.0,1.032258064516129
2021,7,Cheongnim-Dong,5.0,17.0,11.35483870967742
2021,7,Geumchon-Dong,5.0,15.0,9.161290322580646
2021,7,Gwanak-Gu,7.0,25.0,14.96774193548387
2021,7,Hwasun-Eup,3.0,8.0,5.032258064516129
2021,7,Hyeoksin-Dong,3.0,11.0,7.32258064516129
2021,7,Jeongnim-Dong,2.0,11.0,6.290322580645161
2021,7,Jungang-Way,2.0,6.0,3.7419354838709675
2021,7,Juwol-Dong,3.0,13.0,6.709677419354839
2021,7,Nowon-Gu,4.0,18.0,12.290322580645162
2021,7,Onui-Dong,7.0,15.0,10.096774193548388
2021,7,Pado-Ri,1.0,10.0,3.966666666666667
2021,7,Paju,1.0,4.0,2.3870967741935485
2021,7,Saesol-Dong,4.0,17.0,10.193548387096774
2021,7,Sangjusi,2.0,10.0,6.161290322580645
2021,7,Seolseong-Myeon,2.0,6.0,3.607142857142857
2021,7,Seonggeoeup,5.0,13.0,8.451612903225806
2021,7,Soi-Myeon,3.0,8.0,4.483870967741935
2021,8,Bangsan-Myeon,1.0,1.0,1.0
2021,8,Cheongnim-Dong,10.0,19.0,13.774193548387096
2021,8,Geumchon-Dong,5.0,22.0,9.870967741935484
2021,8,Gwanak-Gu,7.0,24.0,14.419354838709678
2021,8,Hwasun-Eup,3.0,12.0,5.774193548387097
2021,8,Hyeoksin-Dong,4.0,13.0,7.645161290322581
2021,8,Jeongnim-Dong,1.0,15.0,6.225806451612903
2021,8,Jungang-Way,1.0,8.0,4.709677419354839
2021,8,Juwol-Dong,4.0,14.0,8.892857142857142
2021,8,Nowon-Gu,4.0,22.0,11.516129032258064
2021,8,Onui-Dong,6.0,17.0,10.838709677419354
2021,8,Pado-Ri,1.0,6.0,3.3870967741935485
2021,8,Paju,1.0,8.0,2.5714285714285716
2021,8,Saesol-Dong,5.0,23.0,11.67741935483871
2021,8,Sangjusi,2.0,9.0,6.1
2021,8,Seolseong-Myeon,2.0,8.0,3.870967741935484
2021,8,Seonggeoeup,5.0,15.0,9.290322580645162
2021,8,Soi-Myeon,3.0,7.0,4.741935483870968
2021,9,Bangsan-Myeon,1.0,1.0,1.0
2021,9,Cheongnim-Dong,8.0,21.0,14.466666666666667
2021,9,Geumchon-Dong,3.0,16.0,8.033333333333333
2021,9,Gwanak-Gu,5.0,24.0,13.7
2021,9,Hwasun-Eup,3.0,8.0,5.066666666666666
2021,9,Hyeoksin-Dong,4.0,14.0,8.933333333333334
2021,9,Jeongnim-Dong,3.0,11.0,6.5
2021,9,Jungang-Way,1.0,7.0,3.6666666666666665
2021,9,Juwol-Dong,4.0,17.0,9.433333333333334
2021,9,Nowon-Gu,5.0,20.0,10.966666666666667
2021,9,Onui-Dong,6.0,18.0,10.866666666666667
2021,9,Pado-Ri,1.0,4.0,2.7
2021,9,Paju,2.0,5.0,2.6551724137931036
2021,9,Saesol-Dong,3.0,19.0,12.8
2021,9,Sangjusi,3.0,10.0,6.4
2021,9,Seolseong-Myeon,1.0,5.0,2.8
2021,9,Seonggeoeup,4.0,15.0,8.133333333333333
2021,9,Soi-Myeon,3.0,6.0,4.766666666666667
2021,10,Bangsan-Myeon,1.0,2.0,1.1
2021,10,Cheongnim-Dong,12.0,29.0,18.903225806451612
2021,10,Geumchon-Dong,6.0,26.0,14.580645161290322
2021,10,Gwanak-Gu,7.0,41.0,22.161290322580644
2021,10,Hwasun-Eup,2.0,12.0,7.161290322580645
2021,10,Hyeoksin-Dong,6.0,24.0,14.806451612903226
2021,10,Jeongnim-Dong,2.0,18.0,9.161290322580646
2021,10,Jungang-Way,3.0,18.0,9.387096774193548
2021,10,Juwol-Dong,6.0,29.0,16.451612903225808
2021,10,Nowon-Gu,6.0,35.0,19.387096774193548
2021,10,Onui-Dong,8.0,26.0,16.580645161290324
2021,10,Pado-Ri,1.0,6.0,2.5161290322580645
2021,10,Paju,1.0,8.0,3.064516129032258
2021,10,Saesol-Dong,5.0,59.0,22.0
2021,10,Sangjusi,5.0,17.0,9.580645161290322
2021,10,Seolseong-Myeon,2.0,11.0,5.258064516129032
2021,10,Seonggeoeup,6.0,26.0,12.35483870967742
2021,10,Soi-Myeon,4.0,12.0,7.806451612903226
2021,11,Bangsan-Myeon,1.0,4.0,1.9333333333333333
2021,11,Cheongnim-Dong,12.0,30.0,21.533333333333335
2021,11,Geumchon-Dong,7.0,43.0,23.566666666666666
2021,11,Gwanak-Gu,10.0,49.0,30.433333333333334
2021,11,Hwasun-Eup,4.0,18.0,11.5
2021,11,Hyeoksin-Dong,8.0,32.0,18.0
2021,11,Jeongnim-Dong,7.0,27.0,16.266666666666666
2021,11,Jungang-Way,4.0,28.0,15.766666666666667
2021,11,Juwol-Dong,10.0,39.0,27.033333333333335
2021,11,Nowon-Gu,8.0,48.0,26.466666666666665
2021,11,Onui-Dong,6.0,32.0,21.2
2021,11,Pado-Ri,1.0,10.0,3.103448275862069
2021,11,Paju,1.0,20.0,6.2
2021,11,Saesol-Dong,4.0,57.0,20.766666666666666
2021,11,Sangjusi,5.0,23.0,12.966666666666667
2021,11,Seolseong-Myeon,4.0,13.0,9.066666666666666
2021,11,Seonggeoeup,10.0,28.0,18.166666666666668
2021,11,Soi-Myeon,7.0,15.0,11.366666666666667
2021,12,Bangsan-Myeon,1.0,6.0,2.3548387096774195
2021,12,Cheongnim-Dong,11.0,34.0,22.032258064516128
2021,12,Geumchon-Dong,8.0,41.0,25.516129032258064
2021,12,Gwanak-Gu,10.0,56.0,32.96774193548387
2021,12,Hwasun-Eup,2.0,25.0,10.866666666666667
2021,12,Hyeoksin-Dong,6.0,33.0,19.548387096774192
2021,12,Jeongnim-Dong,7.0,32.0,20.483870967741936
2021,12,Jungang-Way,3.0,31.0,17.774193548387096
2021,12,Juwol-Dong,6.0,45.0,26.193548387096776
2021,12,Nowon-Gu,8.0,43.0,27.225806451612904
2021,12,Onui-Dong,7.0,33.0,21.838709677419356
2021,12,Pado-Ri,1.0,10.0,4.161290322580645
2021,12,Paju,2.0,26.0,8.741935483870968
2021,12,Saesol-Dong,7.0,47.0,22.967741935483872
2021,12,Sangjusi,3.0,24.0,12.225806451612904
2021,12,Seolseong-Myeon,2.0,19.0,9.32258064516129
2021,12,Seonggeoeup,7.0,40.0,20.548387096774192
2021,12,Soi-Myeon,8.0,21.0,13.290322580645162
2022,1,Bangsan-Myeon,1.0,7.0,2.838709677419355
2022,1,Cheongnim-Dong,13.0,31.0,20.032258064516128
2022,1,Geumchon-Dong,11.0,38.0,24.580645161290324
2022,1,Gwanak-Gu,16.0,57.0,32.12903225806452
2022,1,Hwasun-Eup,4.0,21.0,12.413793103448276
2022,1,Hyeoksin-Dong,8.0,32.0,21.0
2022,1,Jeongnim-Dong,10.0,42.0,25.258064516129032
2022,1,Jungang-Way,7.0,34.0,20.096774193548388
2022,1,Juwol-Dong,9.0,41.0,24.06451612903226
2022,1,Nowon-Gu,11.0,48.0,26.225806451612904
2022,1,Onui-Dong,11.0,37.0,26.193548387096776
2022,1,Pado-Ri,1.0,19.0,4.516129032258065
2022,1,Paju,4.0,16.0,7.225806451612903
2022,1,Saemangeum,3.0,3.0,3.0
2022,1,Saesol-Dong,2.0,45.0,22.25925925925926
2022,1,Sangjusi,4.0,20.0,11.32258064516129
2022,1,Seolseong-Myeon,2.0,21.0,11.258064516129032
2022,1,Seonggeoeup,10.0,41.0,22.387096774193548
2022,1,Soi-Myeon,9.0,22.0,14.483870967741936
2022,1,Taeha-Ri,2.0,2.0,2.0
2022,2,Bangsan-Myeon,1.0,4.0,2.263157894736842
2022,2,Cheongnim-Dong,14.0,28.0,19.157894736842106
2022,2,Geumchon-Dong,8.0,37.0,22.57894736842105
2022,2,Gwanak-Gu,11.0,55.0,28.736842105263158
2022,2,Hwasun-Eup,2.0,17.0,9.263157894736842
2022,2,Hyeoksin-Dong,8.0,31.0,18.42105263157895
2022,2,Jeongnim-Dong,6.0,34.0,19.157894736842106
2022,2,Jungang-Way,3.0,23.0,13.68421052631579
2022,2,Juwol-Dong,7.0,37.0,20.0
2022,2,Nowon-Gu,7.0,42.0,22.57894736842105
2022,2,Onui-Dong,5.0,37.0,21.0
2022,2,Pado-Ri,1.0,11.0,3.823529411764706
2022,2,Paju,2.0,11.0,5.684210526315789
2022,2,Saemangeum,2.0,14.0,7.0
2022,2,Saesol-Dong,2.0,37.0,18.57894736842105
2022,2,Sangjusi,3.0,21.0,10.947368421052632
2022,2,Seolseong-Myeon,1.0,25.0,9.68421052631579
2022,2,Seonggeoeup,7.0,31.0,18.842105263157894
2022,2,Soi-Myeon,7.0,16.0,11.473684210526315
2022,2,Taeha-Ri,1.0,3.0,1.4615384615384615
